cement,water,superplastic,age,cement_slag,cement_ash,water_fineagg,ash_superplastic,strength
337.9,174.9,9.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,49.9
425.0,153.5,16.5,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.4
200.0,190.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,49.25
331.0,192.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.0
218.9,158.5,11.3,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.27
234.0,189.0,5.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.3
309.9,167.8,22.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.22
350.0,186.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,20.28
182.0,170.2,8.2,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,48.67
480.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,34.57
295.7,171.5,8.9,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.23
250.0,187.4,5.5,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.35
178.0,179.9,3.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,20.73
233.8,197.9,4.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,10.38
194.7,165.6,7.5,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.34
379.5,153.9,15.9,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,54.9
332.5,228.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.05
350.0,203.0,0.0,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.98
237.0,247.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.63
238.1,186.7,7.0,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.3
295.7,171.5,8.9,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.04
323.7,183.8,10.3,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,49.8
200.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,11.41
342.0,228.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,50.46
388.6,157.9,12.1,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.1
147.8,171.2,2.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.92
290.4,168.1,9.4,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.08
500.0,200.0,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,36.94
284.0,179.0,5.5,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.13
165.0,175.1,8.1,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.42
218.2,140.8,11.9,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,27.42
168.9,158.3,10.8,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.15
190.3,161.9,9.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,28.47
116.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.02
277.0,191.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.25
376.0,214.6,0.0,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.06
236.0,194.0,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.84
273.0,199.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.24
500.0,140.0,4.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,67.57
212.5,159.3,8.7,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.31
362.6,164.9,11.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.3
275.1,159.5,9.9,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.8
139.6,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,14.59
362.6,164.9,11.6,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.9
182.0,170.2,8.2,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,21.5
427.5,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.84
183.9,203.5,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,4.9
475.0,142.0,1.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,57.23
362.6,164.9,11.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,71.3
318.8,155.7,14.3,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.4
252.0,194.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.4
237.5,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,36.25
149.5,175.8,12.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.96
540.0,162.0,2.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,61.89
313.0,178.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,36.8
380.0,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,53.1
251.4,192.9,5.8,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,11.98
436.0,218.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.85
155.0,193.0,9.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.74
281.0,186.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,14.5
151.6,184.4,7.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.18
326.5,199.0,10.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,38.63
397.0,167.0,20.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.65
238.0,186.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.05
158.6,175.1,15.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,27.68
385.0,186.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.35
302.0,203.0,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,18.13
192.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.79
155.6,180.3,10.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.36
160.0,182.0,6.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.4
222.4,189.3,4.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.45
251.8,146.1,12.4,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.36
331.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,16.26
250.0,191.8,5.3,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.64
155.0,193.0,9.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.79
213.5,154.6,11.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.94
446.0,162.0,11.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,61.07
133.0,196.0,3.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.03
122.6,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.19
290.2,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,21.86
323.7,183.8,10.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,74.7
375.0,126.6,23.4,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,62.5
181.4,169.6,7.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,27.77
298.2,209.7,11.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.88
236.0,193.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.99
236.0,193.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.08
339.0,197.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.22
387.0,157.0,14.3,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,56.34
166.8,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.57
387.0,157.0,13.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,46.68
133.0,192.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,6.88
162.0,202.0,10.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,30.65
262.0,195.0,5.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.72
213.7,181.7,6.9,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,30.39
332.5,228.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.72
313.3,175.5,8.6,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.8
302.0,203.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.74
183.9,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.53
500.0,200.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.21
218.2,140.8,11.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.51
387.0,157.0,11.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,46.68
380.0,228.0,0.0,270,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.15
213.5,159.2,11.7,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.59
160.0,203.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.84
322.0,203.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.59
173.5,164.8,6.5,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.01
252.0,186.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,11.47
299.8,211.5,9.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.84
531.3,141.8,28.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,56.4
198.6,192.0,0.0,360,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.3
116.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.35
304.0,228.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,55.26
331.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.45
286.3,144.7,11.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,67.7
349.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,18.13
520.0,170.0,5.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,60.28
252.1,193.8,8.3,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.4
255.5,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.24
446.0,162.0,11.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.42
172.4,156.8,4.1,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.68
190.7,162.1,7.8,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.34
322.0,186.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.42
446.0,162.0,11.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,57.03
178.0,179.9,3.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,48.59
212.1,180.3,5.7,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.47
276.0,180.0,9.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.28
393.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,48.85
238.1,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.58
230.0,195.5,4.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,10.03
389.9,145.9,22.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.6
157.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,43.38
296.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,14.2
230.0,195.5,4.6,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.48
359.0,154.0,10.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,59.49
374.0,170.1,10.1,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,63.4
102.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,7.68
202.0,206.0,1.7,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.85
350.0,203.0,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.53
236.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.88
252.0,185.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.71
252.3,146.3,14.2,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,60.95
336.5,181.9,3.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,44.87
362.6,164.9,11.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,77.3
218.2,140.8,11.9,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,61.99
315.0,145.0,5.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,81.75
159.0,201.0,7.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,30.88
154.8,193.3,9.1,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.79
281.0,186.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.44
231.8,174.0,6.7,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.77
318.8,155.7,14.3,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,68.1
266.0,228.0,0.0,365,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.91
277.0,191.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,32.33
166.8,203.5,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.95
159.8,168.4,12.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.46
397.0,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.45
231.8,174.0,6.7,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,45.84
164.6,181.6,11.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,18.03
122.6,203.5,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.29
136.4,171.6,10.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.07
190.0,228.0,0.0,180,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,46.93
337.9,174.9,9.5,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,59.89
349.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.49
184.0,213.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,22.93
424.0,178.0,8.5,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,39.0
379.5,153.9,15.9,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.2
212.0,159.0,7.8,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,19.52
156.0,180.0,11.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.36
136.0,199.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.97
246.8,143.3,12.0,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,66.42
203.5,185.7,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,11.96
385.0,186.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,14.7
181.4,169.6,7.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,13.62
254.0,198.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.94
359.0,154.0,10.9,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,23.64
230.0,195.5,4.6,100,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.34
382.0,186.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.0
220.8,185.7,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,25.75
313.3,178.5,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,36.8
167.4,175.5,7.8,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,51.72
144.0,192.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.87
310.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,35.76
425.0,151.4,18.6,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,64.9
108.3,203.5,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,2.33
214.9,155.6,9.6,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,18.02
469.0,137.8,32.2,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,69.3
310.0,192.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,27.83
522.0,146.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,50.51
236.0,194.0,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,6.47
213.7,181.7,6.9,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,18.0
250.2,203.5,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,9.73
149.0,192.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,24.58
439.0,186.0,11.1,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,71.7
313.0,178.0,8.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.05
427.5,228.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,41.54
165.0,163.8,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.2
322.5,185.8,8.5,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,52.43
393.0,192.0,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,48.79
362.6,164.9,11.6,91,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,79.3
122.6,203.5,0.0,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,3.32
213.7,154.8,10.2,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.15
200.0,180.0,0.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,12.25
108.3,203.5,0.0,90,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,29.23
213.8,181.7,6.7,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,40.23
290.4,168.1,9.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,34.74
153.0,200.0,6.0,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,26.86
229.7,195.2,6.1,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,31.35
251.4,192.9,5.8,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,33.27
322.0,203.0,0.0,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,20.77
525.0,189.0,0.0,270,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,67.11
389.9,145.9,22.0,56,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,79.4
252.3,146.3,14.2,14,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,42.29
475.0,181.1,8.9,3,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,37.8
259.9,170.6,10.4,28,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,49.77
310.0,192.0,0.0,7,-2481.550406398898,-2658.29903365507,-771.5749248209686,144.32245473501473,17.24
